ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag,,,,
CHEMBL2734,Phospholipase D2,O14939,SINGLE PROTEIN,Homo sapiens,289,412,9606,False,,,,
CHEMBL4121,CaM kinase II beta,Q13554,SINGLE PROTEIN,Homo sapiens,1217,1584,9606,False,,,,
CHEMBL5790,Serine/threonine-protein kinase PCTAIRE-2,Q00537,SINGLE PROTEIN,Homo sapiens,409,504,9606,False,,,,
CHEMBL2730,Protein-glutamine gamma-glutamyltransferase,P21980,SINGLE PROTEIN,Homo sapiens,554,869,9606,False,,,,
CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,SINGLE PROTEIN,Homo sapiens,7568,11155,9606,False,,,,
CHEMBL4523138,Pendrin,O43511,SINGLE PROTEIN,Homo sapiens,43,86,9606,False,,,,
CHEMBL2599,Tyrosine-protein kinase SYK,P43405,SINGLE PROTEIN,Homo sapiens,5572,7298,9606,False,,,,
CHEMBL4423,C-C chemokine receptor type 6,P51684,SINGLE PROTEIN,Homo sapiens,356,383,9606,False,,,,
CHEMBL3712895,Reticulon-4,Q9NQC3,SINGLE PROTEIN,Homo sapiens,5,9,9606,False,,,,
CHEMBL5552,Serine/threonine-protein kinase 25,O00506,SINGLE PROTEIN,Homo sapiens,485,561,9606,False,,,,
CHEMBL5704,Elongation of very long chain fatty acids protein 6,Q9H5J4,SINGLE PROTEIN,Homo sapiens,126,132,9606,False,,,,
CHEMBL5791,Elongation of very long chain fatty acids protein 3,Q9HB03,SINGLE PROTEIN,Homo sapiens,10,10,9606,False,,,,
CHEMBL4105786,B-cell lymphoma 6 protein,P41182,SINGLE PROTEIN,Homo sapiens,170,469,9606,False,,,,
CHEMBL5992,Sterol 26-hydroxylase, mitochondrial,Q02318,SINGLE PROTEIN,Homo sapiens,8,9,9606,False,,,
CHEMBL6115,Lysosomal protective protein,P10619,SINGLE PROTEIN,Homo sapiens,905,919,9606,False,,,,
CHEMBL5874,Solute carrier family 2, facilitated glucose transporter member 4,P14672,SINGLE PROTEIN,Homo sapiens,378,390,9606,False,,,
CHEMBL1909487,Protein-arginine deiminase type-2,Q9Y2J8,SINGLE PROTEIN,Homo sapiens,78,137,9606,False,,,,
CHEMBL3900,Leukocyte proteinase 3,P24158,SINGLE PROTEIN,Homo sapiens,170,199,9606,False,,,,
CHEMBL2000,Plasma kallikrein,P03952,SINGLE PROTEIN,Homo sapiens,1502,1690,9606,False,,,,
CHEMBL2828,Casein kinase I delta,P48730,SINGLE PROTEIN,Homo sapiens,2289,2909,9606,False,,,,
CHEMBL3764,Urotensin II receptor,Q9UKP6,SINGLE PROTEIN,Homo sapiens,739,1386,9606,False,,,,
CHEMBL5514,Huntingtin,P42858,SINGLE PROTEIN,Homo sapiens,18812,19155,9606,False,,,,
CHEMBL3769292,dCTP pyrophosphatase 1,Q9H773,SINGLE PROTEIN,Homo sapiens,476,562,9606,False,,,,
CHEMBL249,Neurokinin 1 receptor,P25103,SINGLE PROTEIN,Homo sapiens,3995,6025,9606,False,,,,
CHEMBL3712907,Transmembrane domain-containing protein TMIGD3,P0DMS9,SINGLE PROTEIN,Homo sapiens,183,200,9606,False,,,,
CHEMBL1938211,Lysine-specific demethylase 6B,O15054,SINGLE PROTEIN,Homo sapiens,217,236,9606,False,,,,
CHEMBL2742,Fibroblast growth factor receptor 3,P22607,SINGLE PROTEIN,Homo sapiens,3250,5792,9606,False,,,,
CHEMBL2815,Nerve growth factor receptor Trk-A,P04629,SINGLE PROTEIN,Homo sapiens,5351,7149,9606,False,,,,
CHEMBL4644,Melanocortin receptor 3,P41968,SINGLE PROTEIN,Homo sapiens,2063,4242,9606,False,,,,
CHEMBL2062353,Actin, cytoplasmic 1,P60709,SINGLE PROTEIN,Homo sapiens,7,15,9606,False,,,
CHEMBL1781,DNA topoisomerase I,P11387,SINGLE PROTEIN,Homo sapiens,4192,7043,9606,False,,,,
CHEMBL2121,Folate receptor alpha,P15328,SINGLE PROTEIN,Homo sapiens,97,180,9606,False,,,,
CHEMBL3918,Receptor-type tyrosine-protein phosphatase alpha,P18433,SINGLE PROTEIN,Homo sapiens,215,280,9606,False,,,,
CHEMBL3583,1-acylglycerol-3-phosphate O-acyltransferase alpha,Q99943,SINGLE PROTEIN,Homo sapiens,63,63,9606,False,,,,
CHEMBL1293224,Microtubule-associated protein tau,P10636,SINGLE PROTEIN,Homo sapiens,67006,95251,9606,False,,,,
CHEMBL5409,G-protein coupled bile acid receptor 1,Q8TDU6,SINGLE PROTEIN,Homo sapiens,896,1598,9606,False,,,,
CHEMBL4136,Phospholipase A2 group 1VB,P0C869,SINGLE PROTEIN,Homo sapiens,50,71,9606,False,,,,
CHEMBL1904,Glutamate [NMDA] receptor subunit epsilon 2,Q13224,SINGLE PROTEIN,Homo sapiens,267,419,9606,False,,,,
CHEMBL5023,p53-binding protein Mdm-2,Q00987,SINGLE PROTEIN,Homo sapiens,2961,4393,9606,False,,,,
CHEMBL5660,Kinetochore protein NDC80 homolog,O14777,SINGLE PROTEIN,Homo sapiens,5,14,9606,False,,,,
CHEMBL1795094,Nuclear receptor subfamily 0 group B member 1,P51843,SINGLE PROTEIN,Homo sapiens,492,493,9606,False,,,,
CHEMBL3562162,Neutral amino acid transporter B(0),Q15758,SINGLE PROTEIN,Homo sapiens,54,65,9606,False,,,,
CHEMBL4040,MAP kinase ERK2,P28482,SINGLE PROTEIN,Homo sapiens,20124,23306,9606,False,,,,
CHEMBL5518,Misshapen-like kinase 1,Q8N4C8,SINGLE PROTEIN,Homo sapiens,1652,2318,9606,False,,,,
CHEMBL3568,Nitric-oxide synthase, brain,P29475,SINGLE PROTEIN,Homo sapiens,1502,1756,9606,False,,,
CHEMBL5813,Tumor necrosis factor ligand superfamily member 10,P50591,SINGLE PROTEIN,Homo sapiens,10,21,9606,False,,,,
CHEMBL2148,Tyrosine-protein kinase JAK3,P52333,SINGLE PROTEIN,Homo sapiens,6218,7801,9606,False,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,SINGLE PROTEIN,Homo sapiens,3077,5601,9606,False,,,,
CHEMBL4523180,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial,P10515,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,
CHEMBL4295753,Pigment epithelium-derived factor,P36955,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295907,Leucine-rich repeat-containing protein 15,Q8TF66,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295994,Testis-expressed protein 264,Q9Y6I9,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295811,Interleukin enhancer-binding factor 2,Q12905,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295825,Poly(rC)-binding protein 1,Q15365,SINGLE PROTEIN,Homo sapiens,2,3,9606,False,,,,
CHEMBL4295755,Hippocalcin-like protein 1,P37235,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295829,Transforming growth factor-beta-induced protein ig-h3,Q15582,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295657,Actin-related protein 2/3 complex subunit 2,O15144,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4295776,28S ribosomal protein S29, mitochondrial,P51398,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,
CHEMBL4105869,HLA-DRB2 protein,Q30155,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4523485,Klotho,Q9UEF7,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4679,Branched-chain-amino-acid transferase,P54687,SINGLE PROTEIN,Homo sapiens,33,35,9606,False,,,,
CHEMBL2362978,DNA repair protein RAD52 homolog,P43351,SINGLE PROTEIN,Homo sapiens,700,856,9606,False,,,,
CHEMBL5665,Disintegrin and metalloproteinase domain-containing protein 8,P78325,SINGLE PROTEIN,Homo sapiens,23,23,9606,False,,,,
CHEMBL2182,Serotonin 1e (5-HT1e) receptor,P28566,SINGLE PROTEIN,Homo sapiens,582,624,9606,False,,,,
CHEMBL2295562,Dual specificity protein phosphatase 26,Q9BV47,SINGLE PROTEIN,Homo sapiens,14,14,9606,False,,,,
CHEMBL3125,Ribosomal protein S6 kinase alpha 4,O75676,SINGLE PROTEIN,Homo sapiens,1117,2084,9606,False,,,,
CHEMBL5141,Cytochrome P450 26A1,O43174,SINGLE PROTEIN,Homo sapiens,213,308,9606,False,,,,
CHEMBL4523246,Neurotrypsin,P56730,SINGLE PROTEIN,Homo sapiens,142,142,9606,False,,,,
CHEMBL6055,Serine/threonine-protein kinase WNK3,Q9BYP7,SINGLE PROTEIN,Homo sapiens,344,522,9606,False,,,,
CHEMBL3313835,S-adenosylmethionine synthase isoform type-2,P31153,SINGLE PROTEIN,Homo sapiens,515,597,9606,False,,,,
CHEMBL5925,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,P22413,SINGLE PROTEIN,Homo sapiens,314,586,9606,False,,,,
CHEMBL3385,MAP kinase ERK1,P27361,SINGLE PROTEIN,Homo sapiens,2876,4685,9606,False,,,,
CHEMBL4523325,Spindlin-3,Q5JUX0,SINGLE PROTEIN,Homo sapiens,3,4,9606,False,,,,
CHEMBL2146347,Inward rectifier potassium channel 4,P48050,SINGLE PROTEIN,Homo sapiens,7,7,9606,False,,,,
CHEMBL2321628,C-C chemokine receptor type 10,P46092,SINGLE PROTEIN,Homo sapiens,140,176,9606,False,,,,
CHEMBL4383,Gastric inhibitory polypeptide receptor,P48546,SINGLE PROTEIN,Homo sapiens,208,243,9606,False,,,,
CHEMBL4367,Tyrosine-protein kinase TXK,P42681,SINGLE PROTEIN,Homo sapiens,929,1544,9606,False,,,,
CHEMBL2392,DNA polymerase beta,P06746,SINGLE PROTEIN,Homo sapiens,23191,23612,9606,False,,,,
CHEMBL4105989,Lysyl oxidase homolog 3,P58215,SINGLE PROTEIN,Homo sapiens,29,44,9606,False,,,,
CHEMBL3863,Protein kinase C mu,Q15139,SINGLE PROTEIN,Homo sapiens,1128,1883,9606,False,,,,
CHEMBL5550,Chaperone activity of bc1 complex-like, mitochondrial,Q8NI60,SINGLE PROTEIN,Homo sapiens,446,550,9606,False,,,
CHEMBL4523374,Phosphodiesterase isozyme 4,Q86V67,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4575,Dual-specificity tyrosine-phosphorylation regulated kinase 3,O43781,SINGLE PROTEIN,Homo sapiens,828,887,9606,False,,,,
CHEMBL5315,Peroxiredoxin-1,Q06830,SINGLE PROTEIN,Homo sapiens,9,24,9606,False,,,,
CHEMBL4295749,Polycomb complex protein BMI-1,P35226,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL5051,Transient receptor potential cation channel subfamily V member 2,Q9Y5S1,SINGLE PROTEIN,Homo sapiens,7,8,9606,False,,,,
CHEMBL4630833,Ubiquitin thioesterase OTU1,Q5VVQ6,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4630838,OTU domain-containing protein 7B,Q6GQQ9,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3401,Pregnane X receptor,O75469,SINGLE PROTEIN,Homo sapiens,2222,3910,9606,False,,,,
CHEMBL4767,Vesicular acetylcholine transporter,Q16572,SINGLE PROTEIN,Homo sapiens,242,269,9606,False,,,,
CHEMBL4630805,Protein phosphatase 1 regulatory subunit 15A,O75807,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1641348,Solute carrier family 22 member 8,Q8TCC7,SINGLE PROTEIN,Homo sapiens,137,237,9606,False,,,,
CHEMBL4286,Spermidine/spermine N(1)-acetyltransferase 1,P21673,SINGLE PROTEIN,Homo sapiens,37,61,9606,False,,,,
CHEMBL4295977,Multifunctional methyltransferase subunit TRM112-like protein,Q9UI30,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1795116,Protein arginine N-methyltransferase 5,O14744,SINGLE PROTEIN,Homo sapiens,542,610,9606,False,,,,
CHEMBL5521,Sn1-specific diacylglycerol lipase beta,Q8NCG7,SINGLE PROTEIN,Homo sapiens,13,17,9606,False,,,,
CHEMBL4296010,Beclin-1,Q14457,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4295775,T-complex protein 1 subunit theta,P50990,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,SINGLE PROTEIN,Homo sapiens,926,1818,9606,False,,,,
CHEMBL1949,Cyclophilin A,P62937,SINGLE PROTEIN,Homo sapiens,364,647,9606,False,,,,
CHEMBL2064,GABA-B receptor 1,Q9UBS5,SINGLE PROTEIN,Homo sapiens,55,62,9606,False,,,,
CHEMBL4055,Gamma-glutamylcysteine synthetase,P48506,SINGLE PROTEIN,Homo sapiens,5,14,9606,False,,,,
CHEMBL6028,Segment polarity protein dishevelled homolog DVL-3,Q92997,SINGLE PROTEIN,Homo sapiens,11,12,9606,False,,,,
CHEMBL1075138,Tyrosyl-DNA phosphodiesterase 1,Q9NUW8,SINGLE PROTEIN,Homo sapiens,196668,345440,9606,False,,,,
CHEMBL4465,Acyl coenzyme A:cholesterol acyltransferase 2,O75908,SINGLE PROTEIN,Homo sapiens,216,246,9606,False,,,,
CHEMBL1926497,NADPH oxidase 5,Q96PH1,SINGLE PROTEIN,Homo sapiens,36,53,9606,False,,,,
CHEMBL5920,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,Q9UK23,SINGLE PROTEIN,Homo sapiens,10,10,9606,False,,,,
CHEMBL1293243,MCOLN3 protein,Q8TDD5,SINGLE PROTEIN,Homo sapiens,281,319,9606,False,,,,
CHEMBL1697671,Placenta growth factor,P49763,SINGLE PROTEIN,Homo sapiens,44,56,9606,False,,,,
CHEMBL4295938,Eukaryotic translation initiation factor 2A,Q9BY44,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4105797,Opioid growth factor receptor,Q9NZT2,SINGLE PROTEIN,Homo sapiens,5,12,9606,False,,,,
CHEMBL4295941,Thioredoxin-related transmembrane protein 1,Q9H3N1,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4295678,Citrate synthase, mitochondrial,O75390,SINGLE PROTEIN,Homo sapiens,2,3,9606,False,,,
CHEMBL1741213,Sentrin-specific protease 7,Q9BQF6,SINGLE PROTEIN,Homo sapiens,988,1072,9606,False,,,,
CHEMBL1293249,Kruppel-like factor 5,Q13887,SINGLE PROTEIN,Homo sapiens,175,178,9606,False,,,,
CHEMBL5046,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,Q6PFW1,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4523432,Serine/threonine-protein kinase LMTK3,Q96Q04,SINGLE PROTEIN,Homo sapiens,12,22,9606,False,,,,
CHEMBL3559704,Taste receptor type 2 member 10,Q9NYW0,SINGLE PROTEIN,Homo sapiens,13,51,9606,False,,,,
CHEMBL4861,Subtilisin/kexin type 4,Q6UW60,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL3047,Hypoxia-inducible factor prolyl 4-hydroxylase,Q9NXG6,SINGLE PROTEIN,Homo sapiens,88,111,9606,False,,,,
CHEMBL2409,Epoxide hydratase,P34913,SINGLE PROTEIN,Homo sapiens,2528,3565,9606,False,,,,
CHEMBL2321637,Kinesin-like protein KIF9,Q9HAQ2,SINGLE PROTEIN,Homo sapiens,2,3,9606,False,,,,
CHEMBL3309105,Taste receptor type 2 member 14,Q9NYV8,SINGLE PROTEIN,Homo sapiens,128,169,9606,False,,,,
CHEMBL2062349,RuvB-like 2,Q9Y230,SINGLE PROTEIN,Homo sapiens,2,5,9606,False,,,,
CHEMBL4105882,TATA box-binding protein-associated factor RNA polymerase I subunit A,Q15573,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2396507,Dual specificity protein phosphatase 15,Q9H1R2,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4147,CaM kinase II alpha,Q9UQM7,SINGLE PROTEIN,Homo sapiens,1335,1878,9606,False,,,,
CHEMBL3307223,Programmed cell death protein 1,Q15116,SINGLE PROTEIN,Homo sapiens,11,11,9606,False,,,,
CHEMBL3560,Malate dehydrogenase cytoplasmic,P40925,SINGLE PROTEIN,Homo sapiens,115,118,9606,False,,,,
CHEMBL3200,Sialidase 2,Q9Y3R4,SINGLE PROTEIN,Homo sapiens,232,370,9606,False,,,,
CHEMBL4929,Serum amyloid P-component,P02743,SINGLE PROTEIN,Homo sapiens,18,232,9606,False,,,,
CHEMBL2158,ADP-ribosyltransferase,P52961,SINGLE PROTEIN,Homo sapiens,1,3,9606,False,,,,
CHEMBL4680044,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),Q9UN76,SINGLE PROTEIN,Homo sapiens,10,35,9606,False,,,,
CHEMBL4523303,Transcription factor NF-E2 45 kDa subunit,Q16621,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4105888,Myosin-14,Q7Z406,SINGLE PROTEIN,Homo sapiens,217,217,9606,False,,,,
CHEMBL1795165,Hormonally up-regulated neu tumor-associated kinase,P57058,SINGLE PROTEIN,Homo sapiens,218,225,9606,False,,,,
CHEMBL3816,Cytosolic phospholipase A2,P47712,SINGLE PROTEIN,Homo sapiens,588,785,9606,False,,,,
CHEMBL2079850,Protein prune homolog,Q86TP1,SINGLE PROTEIN,Homo sapiens,10,11,9606,False,,,,
CHEMBL3817722,Protein NipSnap homolog 3A,Q9UFN0,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4105997,Nuclear body protein SP140-like protein,Q9H930,SINGLE PROTEIN,Homo sapiens,16,17,9606,False,,,,
CHEMBL5005,Proto-oncogene C-crk,P46108,SINGLE PROTEIN,Homo sapiens,10,18,9606,False,,,,
CHEMBL4523267,Dermcidin,P81605,SINGLE PROTEIN,Homo sapiens,4,7,9606,False,,,,
CHEMBL3826866,Chromobox protein homolog 3,Q13185,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4928,cAMP-dependent protein kinase type I-alpha regulatory subunit,P10644,SINGLE PROTEIN,Homo sapiens,18,18,9606,False,,,,
CHEMBL1287625,MBT domain-containing protein 1,Q05BQ5,SINGLE PROTEIN,Homo sapiens,121,144,9606,False,,,,
CHEMBL6010,Cyclin-dependent kinase 2-associated protein 2,O75956,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL1229013,Splicing factor 3B subunit 1,O75533,SINGLE PROTEIN,Homo sapiens,4,16,9606,False,,,,
CHEMBL1851,Cytochrome P450 7A1,P22680,SINGLE PROTEIN,Homo sapiens,7,7,9606,False,,,,
CHEMBL1075153,Tumor necrosis factor receptor superfamily member 10B,O14763,SINGLE PROTEIN,Homo sapiens,13,15,9606,False,,,,
CHEMBL2118,Diamine oxidase,P19801,SINGLE PROTEIN,Homo sapiens,66,68,9606,False,,,,
CHEMBL4523420,TRAF family member-associated NF-kappa-B activator,Q92844,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL5108,Platelet-activating factor acetylhydrolase IB gamma subunit,Q15102,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL3807,T-cell protein-tyrosine phosphatase,P17706,SINGLE PROTEIN,Homo sapiens,1119,1241,9606,False,,,,
CHEMBL1293258,Mothers against decapentaplegic homolog 3,P84022,SINGLE PROTEIN,Homo sapiens,64083,68039,9606,False,,,,
CHEMBL1741199,Importin subunit beta-1,Q14974,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL6088,Cell division control protein 42 homolog,P60953,SINGLE PROTEIN,Homo sapiens,61,99,9606,False,,,,
CHEMBL2069164,Lysine-specific demethylase 6A,O15550,SINGLE PROTEIN,Homo sapiens,32,32,9606,False,,,,
CHEMBL3411,Prenyl protein specific protease,Q9Y256,SINGLE PROTEIN,Homo sapiens,299,365,9606,False,,,,
CHEMBL4680024,Gap junction alpha-1 protein,P17302,SINGLE PROTEIN,Homo sapiens,69,92,9606,False,,,,
CHEMBL2598,Protein kinase C iota,P41743,SINGLE PROTEIN,Homo sapiens,2139,2817,9606,False,,,,
CHEMBL4105911,Ubiquitin-conjugating enzyme E2 D3,P61077,SINGLE PROTEIN,Homo sapiens,71,121,9606,False,,,,
CHEMBL3714412,Toll-like receptor 1,Q15399,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL3735,Vascular cell adhesion protein 1,P19320,SINGLE PROTEIN,Homo sapiens,196,212,9606,False,,,,
CHEMBL2027,Niemann-Pick C1-like protein 1,Q9UHC9,SINGLE PROTEIN,Homo sapiens,258,339,9606,False,,,,
CHEMBL4105857,Actin-related protein 3,P61158,SINGLE PROTEIN,Homo sapiens,237,238,9606,False,,,,
CHEMBL1919,Voltage-gated calcium channel alpha2/delta subunit 1,P54289,SINGLE PROTEIN,Homo sapiens,258,262,9606,False,,,,
CHEMBL5758,Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial,P31040,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,
CHEMBL2862,Rho/Rac guanine nucleotide exchange factor,P98174,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL5398,Hepatocyte nuclear factor 4-alpha,P41235,SINGLE PROTEIN,Homo sapiens,281,301,9606,False,,,,
CHEMBL2432,Aminopeptidase B,Q9H4A4,SINGLE PROTEIN,Homo sapiens,13,13,9606,False,,,,
CHEMBL4079,G-protein coupled receptor kinase 2,P25098,SINGLE PROTEIN,Homo sapiens,915,1010,9606,False,,,,
CHEMBL2010626,ETS translocation variant 1,P50549,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2963,Matrix metalloproteinase 15,P51511,SINGLE PROTEIN,Homo sapiens,43,48,9606,False,,,,
CHEMBL3392947,Adiponectin receptor protein 2,Q86V24,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523119,Importin subunit alpha-4,O00505,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3085617,Probable G-protein coupled receptor 151,Q8TDV0,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL5987,ADP-ribosylation factor 6,P62330,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL206,Estrogen receptor alpha,P03372,SINGLE PROTEIN,Homo sapiens,7405,14662,9606,False,,,,
CHEMBL3734643,Transcription factor HES-1,Q14469,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4295923,Pyrroline-5-carboxylate reductase 2,Q96C36,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL5728,Cyclin-dependent kinase-like 2,Q92772,SINGLE PROTEIN,Homo sapiens,235,245,9606,False,,,,
CHEMBL4303,Heat shock protein HSP 90-beta,P08238,SINGLE PROTEIN,Homo sapiens,889,1635,9606,False,,,,
CHEMBL5873,Solute carrier family 2, facilitated glucose transporter member 2,P11168,SINGLE PROTEIN,Homo sapiens,419,422,9606,False,,,
CHEMBL1275223,Heat shock cognate 71 kDa protein,P11142,SINGLE PROTEIN,Homo sapiens,146,192,9606,False,,,,
CHEMBL4296000,Replication factor C subunit 5,P40937,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295668,Protein diaphanous homolog 1,O60610,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295700,Gelsolin,P06396,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL5479,Hepatocyte growth factor,P14210,SINGLE PROTEIN,Homo sapiens,5,9,9606,False,,,,
CHEMBL4295935,Thioredoxin domain-containing protein 17,Q9BRA2,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4879428,Complement decay-accelerating factor,P08174,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4879517,Cobalamin trafficking protein CblD,Q9H3L0,SINGLE PROTEIN,Homo sapiens,1,4,9606,False,,,,
CHEMBL5753,Uncharacterized aarF domain-containing protein kinase 4,Q96D53,SINGLE PROTEIN,Homo sapiens,246,305,9606,False,,,,
CHEMBL3876,Nuclear factor of activated T-cells cytoplasmic 1,O95644,SINGLE PROTEIN,Homo sapiens,40,42,9606,False,,,,
CHEMBL4523471,Taste receptor type 2 member 13,Q9NYV9,SINGLE PROTEIN,Homo sapiens,10,13,9606,False,,,,
CHEMBL4523486,Hydroxyproline dehydrogenase,Q9UF12,SINGLE PROTEIN,Homo sapiens,15,30,9606,False,,,,
CHEMBL1938212,Histone lysine demethylase PHF8,Q9UPP1,SINGLE PROTEIN,Homo sapiens,126,150,9606,False,,,,
CHEMBL5878,Histidine triad nucleotide-binding protein 1,P49773,SINGLE PROTEIN,Homo sapiens,58,104,9606,False,,,,
CHEMBL4295827,Protein transport protein Sec23A,Q15436,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295698,60S acidic ribosomal protein P2,P05387,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4879492,Extracellular serine/threonine protein kinase FAM20C,Q8IXL6,SINGLE PROTEIN,Homo sapiens,23,24,9606,False,,,,
CHEMBL4105853,Rab-like protein 3,Q5HYI8,SINGLE PROTEIN,Homo sapiens,216,216,9606,False,,,,
CHEMBL4295974,Regulator of G-protein signaling 17,Q9UGC6,SINGLE PROTEIN,Homo sapiens,6,69,9606,False,,,,
CHEMBL2633,Prostatic acid phosphatase,P15309,SINGLE PROTEIN,Homo sapiens,53,71,9606,False,,,,
CHEMBL4295630,ADP-ribose glycohydrolase MACROD2,A1Z1Q3,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL1628468,Transient receptor potential cation channel subfamily M member 5,Q9NZQ8,SINGLE PROTEIN,Homo sapiens,145,216,9606,False,,,,
CHEMBL2644,Carboxypeptidase A4,Q9UI42,SINGLE PROTEIN,Homo sapiens,11,11,9606,False,,,,
CHEMBL3286075,Platelet factor 4,P02776,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL3308925,CDC42 small effector protein 1,Q9NRR8,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4296042,Diphosphoinositol polyphosphate phosphohydrolase 3-beta,Q96G61,SINGLE PROTEIN,Homo sapiens,5,12,9606,False,,,,
CHEMBL1793,Parathyroid hormone receptor,Q03431,SINGLE PROTEIN,Homo sapiens,46853,47157,9606,False,,,,
CHEMBL2885,Carbonic anhydrase III,P07451,SINGLE PROTEIN,Homo sapiens,421,730,9606,False,,,,
CHEMBL3895,Serotonin 3b (5-HT3b) receptor,O95264,SINGLE PROTEIN,Homo sapiens,2,10,9606,False,,,,
CHEMBL2189136,Acyl-coenzyme A thioesterase 1,Q86TX2,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2384891,Calcium release-activated calcium channel protein 1,Q96D31,SINGLE PROTEIN,Homo sapiens,116,150,9606,False,,,,
CHEMBL5078,Large conductance calcium-activated potassium channel subfamily M beta member 1,Q16558,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2040,T-cell surface antigen CD2,P06729,SINGLE PROTEIN,Homo sapiens,6,9,9606,False,,,,
